No,News Title,Category
64568,"Lions Gate to release 'Divergent' film finale in 2 parts, following 'Twilight' formula  ...",Entertainment
56529,How Michael Jackson lives on after his death,Entertainment
55565,SD County's share of distressed home sales among lowest in state,Economy
50556,Eight Years Later Outkast Finally Reunited At Coachella Festival,Entertainment
56620,L'Wren Scott's sister praises Mick Jagger's 'kindness' for sharing her ashes,Entertainment
45782,"One planet, 36422 selfies: NASA mosaic presents a spectacular view of life on  ...",Technology
27748,Robin Williams in talks to reprise Fox 2000 developed 'Mrs. Doubtfire' sequel  ...,Entertainment
11662,The 400-Word-Review: Captain America: The Winter Soldier,Entertainment
18151,New Walking Dead Season 5 Spoilers & Speculation Dished By The Cast And  ...,Entertainment
20615,Thursday's National Newspaper Front Pages,Economy
12520,X-Men: Days of Future Past new trailer offers more footage,Entertainment
30348,Updated: Pussy Riot Denies Talks to Star in 'Spring Breakers 2,Entertainment
48143,Google's Cardboard turns out to be an inexpensive VR headset,Technology
43676,Mapping the Disney universe (and its mind-boggling fan theories),Entertainment
43309,Apple in talks to buy stake in Japanese chipmaker Renesas Electronics,Economy
8491,RunKeeper's new Breeze app goes beyond workouts to count daily steps via  ...,Technology
2077,Microsoft officially completes acquisition of Nokia Devices and Services division  ...,Technology
38320,'Dancing with the Stars' Olympians Charlie White and Meryl Davis on 'Ellen  ...,Entertainment
38372,Review: 'How I Met Your Mother' finale ends in the worst way possible,Entertainment
23644,AAAARRRRRGHHH: Director Edgar Wright Leaves Marvel's 'Ant-Man' Over  ...,Entertainment
60826,Cadbury-style protest call by unions in battle for AstraZeneca: Mass public  ...,Economy
45177,Shia LaBeouf gets kicked out of theatre,Entertainment
673,Zebra Tech to buy Motorola's enterprise business for $3.5-billion,Economy
1997,Disney buys YouTube Maker to chase young audience,Economy
136,"American Idol's Emily Piriz: The Judges ""Have Been a Little Harder On Us This  ...",Entertainment
42793,MKM Partners Initiates On JPMorgan Noting Cost-Control Initiatives,Economy
9753,Claire Danes & Hugh Dancy Are A Dashing Duo At The 2014 Met Gala!,Entertainment
4033,"Brent climbs toward $115, hits 9-month top on Iraq crisis",Economy
37974,Earth Hour celebrated around the globe,Technology
27625,"Tiny mite sets record as fastest land animal, sort of",Technology
3590,NASA expected to take final decision on SpaceX launch on Sunday,Technology
3220,"'Flappy Bird' to rise from the ashes, return to the App Store confirmed",Technology
28642,Amazon refuses to comply with FTC complaint over in-app purchases,Technology
34102,Pfizer profits plunge 15 percent in 1st quarter,Economy
9723,Weekend Box Office: 'Heaven Is for Real' Rises Above Other New Releases  ...,Entertainment
19362,IATA calls for global mindset for commercial aviation's next century,Economy
19627,"Pandora Narrows Losses, Forecasts Full-Year Profit",Economy
16763,UPDATE 2-Red Hat raises revenue forecast on strong subscription growth,Technology
11148,"Amaya buying PokerStars, Full Tilt owner for $4.9B - KTVN Channel 2 - Reno  ...",Economy
55923,HBO welcomes the dragons at 'Game of Thrones' premiere,Entertainment
48875,Chris Brown's 'Bad Day' Keeps Him In Jail,Entertainment
21265,"NTSB: Asian plane crash due to pilot mismanagement - NBC4: Columbus, Ohio  ...",Economy
53181,Watch The Shell-Shocking Trailer For 'Teenage Mutant Ninja Turtles,Entertainment
60435,"Microsoft aims to reinvent productivity via its mobile-first, cloud-first world concept",Technology
28812,"Stocks Down; Trade Data, Ukraine Eyed",Economy
31439,Spec showdown: LG G Watch vs. Samsung Gear Live,Technology
28617,'Guardians' blasts Marvel in a different direction,Entertainment
45212,Future Ice Melt Patterns In Antarctica,Technology
58544,Disturbing 'Game of Thrones' Scene Totally Betrayed Diehard Fans (VIDEO),Entertainment
64603,Tesla Motors agrees to give technology to rivals,Technology
21591,Peaches Geldof: Motherhood marked 'positive' new era for her,Entertainment
30944,"Apple iPad 4 vs Samsung Galaxy Tab 3: Design, Display, OS, Camera, Battery  ...",Technology
11367,NASA scrubs launch of global warming satellite,Technology
29996,Google Talks Up Glass for Work,Technology
54984,"Comcast, Time Warner Make Pitch for Consumer Benefits, Competition",Technology
42047,"Apple unveils new entry-level 21.5-inch iMac, starts at Rs. 79900",Technology
29894,SpaceX cargo run to space station reset for Friday,Technology
61897,The updates for Samsung Galaxy S3 Android 4.4 KitKat is still MIA,Technology
39827,NSA denies knowledge of 'Heartbleed',Technology
40152,"Google's “project zero” uncovered, a hacking squad to protect the internet from  ...",Technology
27932,The Best Part About Facebook Buying Oculus VR? The Headsets Will Be Cheaper,Technology
38513,"April 24, 2014: Ray Fisher Cast as Cyborg in 'Batman vs. Superman'",Entertainment
40488,"Watch: the teaser trailer for Lost River, Ryan Gosling's directing debut",Entertainment
30134,Google working on a advanced 3D vision tablet,Technology
40677,Covered California made a liar out of me,Economy
58355,It's binge and tell for LiLo,Entertainment
22833,Google rejected by Supreme Court on street view privacy suit,Technology
23183,WORLD WIDE WEB Sandberg: Emotion Study 'Poorly Communicated',Technology
3246,"Chelsea Handler Claims She's Lesbian, Gets In Nude Shower Fight With Ellen  ...",Entertainment
10416,Arnold Schwarzenegger explains how he will appear in 'Terminator: Genesis',Entertainment
39812,US economy to grow solidly after winter freeze: Janet Yellen,Economy
64530,Jamie Foxx to star as Mike Tyson in upcoming biopic,Entertainment
23677,Lindsay Lohan Dodges Sex Questions from Andy Cohen,Entertainment
26908,Watch Lena Dunham join the Scandal team in a hilarious Saturday Night Live  ...,Entertainment
61334,Target hires new CIO to repair damaged security cred,Economy
45088,Google Gets Out of the Porn Business,Technology
11880,Hyundai overstated mileage for revamped sedan,Technology
44480,'Artist' director follows Oscar hit with war drama,Entertainment
42576,Motorola Solutions Inc (MSI) Releases Q1 Earnings Guidance,Economy
24669,VIDEO: Watch Dogs launch trailer arrives days ahead of release,Technology
64892,Powerful satire 'Leviathan' leads a Russian invasion at Cannes Film Festival,Entertainment
42126,Sony enters virtual reality with headset,Technology
15147,India expresses concern over mounting tensions in South China Sea,Economy
35320,GLOBAL MARKETS-Euro recovers as inflation eases pressure on ECB,Economy
2760,"Parenting Links: Movie Star Moms, Rock Star Kids, and Too Much Advice",Entertainment
47595,"Rest Easy, Windows 8.1 Update Replaces April 2014's Surface Firmware  ...",Technology
48937,General Motors recalls 194107 Buicks in China due to headlight issue,Technology
34881,Judge Koh declines Apple's bid for Galaxy ban,Technology
65324,"Charities to take hit, Toyota generosity will be missed",Economy
47103,Company Update: Pfizer Inc (NYSE:PFE) – Teva settles patent suit with Pfizer  ...,Economy
14546,First Dibs: Why Is Lindsay Lohan Suing The Creators Of A Video Game?,Entertainment
8361,"USDCNH: Data Shows Economy Stabilizing, but More Stimulus May be Necessary",Economy
27850,US stocks drop on renewed worries about Russia,Economy
27452,23 Awesome Photos Of Musicians Performing At Coachella,Entertainment
5854,Kelly Clarkson gives birth to baby girl,Entertainment
50431,Neil Patrick Harris Poses Completely Naked For Racy 'Rolling Stone' Cover,Entertainment
55805,S&P 500 Closes Above 1900 for First Time on Home Sales,Economy
21867,Woman Dies After Collapsing at Coachella of 'Apparent Drug Overdose',Entertainment
11144,'The Walking Dead' 4.16 Recap: “Who Are We?”,Entertainment
16098,RW Baird Analyst Makes Case for Google (GOOG) Buying eBay,Economy
18570,Google Seeks Magic of Luxury With Luxottica Deal,Technology
38216,Marvel's “Guardians of the Galaxy” Debuts with 2014s Biggest Thursday Opening,Entertainment
6371,Shares of camera maker GoPro surge in IPO,Economy
44316,Lloyd Webber: Cats at Palladium will be 'new edition' of the show,Entertainment
41651,Branson joins boycott of hotel for Sharia law ties,Entertainment
38305,Ohio geologists link small earthquakes to hydraulic fracking,Economy
5160,Google Stops Mining Education Gmail And Google Apps Accounts For Ad  ...,Technology
61564,The Voice USA 2014 Spoilers: Top 8 Elimination Results Recap,Entertainment
19719,"Kristen Stewart Dresses Up as Man, Dances Wearing Fake Moustache in New  ...",Entertainment
25312,Rolf Harris booted out of ARIA Hall of Fame after conviction,Entertainment
67,"Samsung Galaxy S5 BroadBand LTE-A – A QHD, Snapdragon 805 Powered S5  ...",Technology
60590,Tesla Scores a Refreshing Legal Win in Arizona,Economy
36680,Consolidation Critics Tell Wheeler to Block Comcast/TWC,Technology
51117,"TV Review: On 'Orphan Black,' the characters sell the stories",Entertainment
35052,AT&T to buy DirecTV for $48.5 billion as cellular growth eases,Economy
28664,The Insta-wedding! How Kim Kardashian and Kanye West's extravagant nuptials  ...,Entertainment
17821,Microsoft's Surface 2 Tablet Family Gets a $100 Price Cut,Technology
455,Electricity out as Millstone shifts to diesel,Economy
39263,Doodle 4 Google finalist is an elementary school student in Silver Spring,Technology
2035,Harrison Ford injured during Star Wars filming,Entertainment
19057,Malaysian government to take full control of tragedy-hit Malaysia Airlines,Economy
34473,Weird Al goes 'Royal' in latest parody,Entertainment
62086,Divergent star Shailene Woodley reveals the advice she got from Jennifer  ...,Entertainment
41064,Sony passes 7 million PlayStation 4 units sold globally,Technology
25602,Facebook expands users' ad targeting profiles with site data,Technology
14811,Free taxi rides offered for Cinco de Mayo,Entertainment
35120,American Idol Results: Which 8 Are Great?,Entertainment
13699,Trailer: 'Gone Girl' plots Affleck's descent,Entertainment
15333,"Star Wars Force for Change: Fans Can Win a Role in ""Episode VII""",Entertainment
39742,LG's curved 4K OLED TVs hit the market,Technology
59735,Godzilla director to make Star Wars spin-off,Entertainment
48732,'The Amazing Spider-Man 2' Swoops into Number One Spot at Box Office,Entertainment
31199,Bank of America Price Target Cut to $17.00 by Analysts at SunTrust (BAC),Economy
7965,"Surprise, Joss Whedon fans: His new film, In Your Eyes, is now available via  ...",Entertainment
34080,Miley Cyrus Gets Emergency Restraining Order Against Crazed Fan,Entertainment
23938,MK Nobillette American Idol “Make You Feel My Love” Video 3/12/14 #IdolTop11,Entertainment
14337,"Sprint LG G2 KitKat Update Rollout, Verizon LG G2 Android 4.4.2 in Queue",Technology
52026,The biggest ever cyber attacks and security breaches,Technology
62195,VIDEO: Leaked Photos May Reveal IPhone 6 Housing For The First Time,Technology
31459,Brent nears nine-month high on Iraq,Economy
45584,US Navy Seals take control of oil tanker hijacked in libya,Economy
62953,Canada Revenue Agency says 900 SINs leaked because of Heartbleed,Technology
18132,"Kepler-186f, the first Earth-size Planet discovered in the Habitable Zone",Technology
32753,Fox Responds To Bryan Singer Abuse Allegations,Entertainment
17556,"David Brenner Wife identity Mismatched to Tai Babilonia, Comedian's Long  ...",Entertainment
13003,Nation and World,Entertainment
21020,Some Amazon employees may get $5000-to quit,Economy
14274,8 Darden priorities moving forward from $2.1B sale of Red Lobster,Economy
8810,Colin Pillinger: Pioneering Beagle 2 Mars Mission Planetary Scientist Dies Aged  ...,Technology
51107,Target 1st quarter profit falls 16 percent as breach takes toll,Economy
3563,McDonald's Sees April Sales Growth After Profit Fell Short (2),Economy
64426,"After long wait, Malaysia releases raw satellite data from missing jet probe",Economy
58654,Game Of Thrones: Season 4 Episode 2: The Day Of The Purple Wedding Has  ...,Entertainment
29208,"Apple, IBM team up on mobile devices",Technology
16306,J&J Offloads Ortho Clinical Diagnostics to Carlyle Group for $4 Billion,Economy
36617,Charlie White eliminated from 'Dancing with the Stars',Entertainment
10865,Oracle Hits a 52-Week High,Economy
36336,Fisher Favors Steady QE Tapering to Zero by End of October,Economy
50988,Screen Shortage Briefly Puts Brakes on iPhone 6,Technology
42973,Tech cheerleader draws criticism for African hunting photos,Entertainment
8379,Lithium Technologies grabs itself more social Klout for $200mn,Economy
30564,The Trailer for Ben Affleck and David Fincher's Gone Girl Hits,Entertainment
46056,Rob Kardashian's 'Father Wounds',Entertainment
7584,'22 Jump Street' review: A comedy classic in the here and now,Entertainment
60483,Heartbleed: 5 Tools to help protect your passwords,Technology
23342,"SUVs power GM, Ford, Chrysler sales jumps",Economy
11006,NY Fed urges Puerto Rico to pursue economic reforms now to avoid 'painful  ...,Economy
37896,MIT to establish 'Bitcoin ecosystem' by giving away the cryptocurrency to every  ...,Technology
38183,Web giants fight FCC plans,Technology
61230,Lindsay Lohan says 'Grand Theft Auto V' stole her identity,Entertainment
3894,Michael Jackson Hologram Rocks 2014 Billboard Music Awards,Entertainment
65455,Why GM May Never Pay a Dime in Liability Claims Getty Images,Technology
51069,"GLOBAL MARKETS-Asia shares down before China data, euro hit by Draghi",Economy
19331,"Science, Free Speech, and the Courts",Technology
