No,News Title,Category,News Title Indonesia
45404,"Deals Rumor Mill: Airbnb, Strauss-Kahn, Whampoa",Economy,"Pabrik Rumor Penawaran: Airbnb, Strauss-Kahn, Whampoa"
45734,Traditional or Roth IRA: Which Is the Best for You?,Economy,Tradisional atau Roth IRA: Mana yang Terbaik untuk Anda?
62190,Will Miley Cyrus teach Lily Allen to twerk when she joins the Bangerz tour?,Entertainment,Akankah Miley Cyrus mengajari Lily Allen melakukan twerk saat dia mengikuti tur Bangerz?
4532,Coldplay's Chris Martin Joins 'The Voice' As NBC Reboots Format,Entertainment,Chris Martin dari Coldplay Bergabung dengan 'The Voice' Sebagai Format Reboot NBC
15812,Colbert says he's 'thrilled' to succeed Letterman on 'Late Show' visit,Entertainment,Colbert mengatakan dia 'sangat senang' untuk menggantikan Letterman dalam kunjungan 'Late Show'
59983,US trade deficit falls 5.6 percent to $44.4 billion as exports hit record high and  ...,Economy,"Defisit perdagangan AS turun 5,6 persen menjadi $44,4 miliar karena ekspor mencapai rekor tertinggi dan ..."
10976,Most expensive divorce ever?,Economy,Perceraian termahal yang pernah ada?
46574,'Savings Catcher',Economy,'Penangkap Tabungan'
23659,"Bobby Womack, a colorful R&B singer-songwriter dies. He was 70.",Entertainment,"Bobby Womack, penyanyi-penulis lagu R&B yang penuh warna meninggal. Dia berusia 70 tahun."
23879,"Target expands subscription service, rivaling Amazon",Economy,"Target memperluas layanan berlangganan, menyaingi Amazon"
46385,Jet disaster averted in Barcelona near-miss,Economy,Bencana jet dapat dihindari di Barcelona
56807,Industry Agrees To Ban 'Microbeads',Economy,Industri Setuju Untuk Melarang 'Microbeads'
46217,Google Glass One-Day Sale: $1500 for High-Tech Eyewear,Technology,Penjualan Satu Hari Google Glass: $1500 untuk Kacamata Teknologi Tinggi
54302,Owl Cam Season!,Technology,Musim Kamera Burung Hantu!
19314,Smokin'! This year's Maxim's Hot 100 List is here and it is chock-full of sexy women.,Entertainment,Merokok! Daftar 100 Terpopuler Maxim tahun ini telah hadir dan penuh dengan wanita seksi.
63843,"Time Warner Investors Want Higher Bid, More Cash From Murdoch",Economy,"Investor Time Warner Menginginkan Tawaran Lebih Tinggi, Lebih Banyak Uang Tunai Dari Murdoch"
64477,Toyota Agrees to $1.2 Billion US Fine for Hiding Car Malfunctions,Technology,"Toyota Setuju Denda AS $1,2 Miliar karena Menyembunyikan Kerusakan Mobil"
15818,"American, US Airways will stop listing on Orbitz American Airlines and US  ...",Economy,"American, US Airways akan berhenti terdaftar di Orbitz American Airlines dan US ..."
18379,Country music singer Kevin Sharp dies at age 43,Entertainment,Penyanyi musik country Kevin Sharp meninggal pada usia 43 tahun
34320,'Kill Switch' Bill To Deaden Stolen Smartphones Advances in Calif.,Technology,RUU 'Kill Switch' Untuk Mematikan Smartphone yang Dicuri Maju di California.
48205,Kristen Bell Is Pregnant With Baby No. 2,Entertainment,Kristen Bell Sedang Hamil Bayi No.2
26409,IPO Report: CBS Outdoor Americas (CBSO),Economy,Laporan IPO: CBS Outdoor Americas (CBSO)
28393,Rolf Harris denies sex assaults,Entertainment,Rolf Harris menyangkal serangan seksual
34348,Sycamore Partners signals purchase of Express,Economy,Sycamore Partners memberi sinyal pembelian Express
40535,Grains Futures Charts (Soybean - Corn - Wheat ) - June 16,Economy,Grafik Berjangka Biji-bijian (Kedelai - Jagung - Gandum) - 16 Juni
18651,Top Twenty Gay Friendly US Cities From NerdWallet.com,Technology,Dua Puluh Kota AS Ramah Gay Teratas Dari NerdWallet.com
14852,Ming-era wine 'chicken cup' could fetch record price of HK$300m,Entertainment,'Cangkir ayam' anggur era Ming bisa mencapai rekor harga HK$300 juta
63459,Malaysian Airlines MH370: live,Economy,Malaysia Airlines MH370: langsung
20297,"Diamonds, Fur And No Bra: Rihanna Proves Fashion Icon Status at CFDA Show  ...",Entertainment,"Berlian, Bulu, dan Tanpa Bra: Rihanna Membuktikan Status Ikon Fesyen di Pertunjukan CFDA ..."
29409,US STOCKS-Wall St near flat as deal news offsets housing data,Economy,SAHAM AS-Wall St hampir datar karena berita kesepakatan mengimbangi data perumahan
28811,Samsung Galaxy Grand Z available online at Rs 18499,Technology,Samsung Galaxy Grand Z tersedia online dengan harga Rs 18499
49847,Want to Make Computers Strong? Use Diamonds!,Technology,Ingin Membuat Komputer Kuat? Gunakan Berlian!
26282,Oracle to acquire Micros Systems,Technology,Oracle akan mengakuisisi Micros Systems
1137,Top 10 Harrison Ford films,Entertainment,10 film Harrison Ford teratas
28854,General Motors adds 971000 cars to ignition recall,Economy,General Motors menambahkan 971.000 mobil ke penarikan kembali pengapian
27181,Victoria Secret's Model Candice Swanepoel Tops the 2014 Maxim Hot 100 List,Entertainment,Model Victoria Secret Candice Swanepoel Puncaki Daftar Maxim Hot 100 2014
34230,Audio is the reason for Titanfall's 48GB install on the PC,Technology,Audio adalah alasan pemasangan Titanfall 48GB di PC
3397,REN TV crew barred from covering Ukrainian presidential election,Economy,Kru REN TV dilarang meliput pemilihan presiden Ukraina
44875,How Oculus Goggles Became More Than a Virtual Reality,Technology,Bagaimana Oculus Goggles Menjadi Lebih Dari Sekadar Realitas Virtual
43417,Microsoft CEO Nadella Risks Rough Reception of May 20 Surface Unveiling,Technology,CEO Microsoft Nadella Mempertaruhkan Penerimaan Kasar pada Pembukaan Permukaan 20 Mei
21399,Lawmaker Accuses GM of “Criminally Deceiving” the Gov't,Technology,Anggota Parlemen Menuduh GM “Menipu Secara Kriminal” Pemerintah
50931,Joint venture to create auto interiors company,Economy,Usaha patungan untuk menciptakan perusahaan interior mobil
46326,Airlines to push for independent guidance on airspace safety after MAS crash,Economy,Maskapai penerbangan akan mendorong panduan independen mengenai keselamatan wilayah udara setelah kecelakaan MAS
46394,Bangladesh Marks First Anniversary Of Garment Factory Tragedy,Economy,Bangladesh Peringati Ulang Tahun Pertama Tragedi Pabrik Garmen
35422,Amazon sending out credit to customers affected by ebook price fixing settlement,Economy,Amazon mengirimkan kredit kepada pelanggan yang terkena dampak penyelesaian penetapan harga eBook
55862,"Microsoft restructuring will cost 18000 jobs, most in Nokia unit",Technology,"Restrukturisasi Microsoft akan menghilangkan 18.000 pekerjaan, sebagian besar di unit Nokia"
15430,Apple Agrees to Provide a Kill Switch on iPhones in 2015,Technology,Apple Setuju untuk Menyediakan Kill Switch pada iPhone pada tahun 2015
18039,Is AC/DC retiring?,Entertainment,Apakah AC/DC pensiun?
4562,Zacks Downgrades Moneygram International to Underperform (MGI),Economy,Zacks Menurunkan Peringkat Moneygram International menjadi Berkinerja Buruk (MGI)
5614,West Virginians remember moon landing,Technology,Warga Virginia Barat ingat pendaratan di bulan
49247,Living by the Bonnaroo Code,Entertainment,Hidup dengan Kode Bonnaroo
2205,Friends Surprised Gwyneth Paltrow And Chris Martin Didn't 'Consciously  ...,Entertainment,Teman-teman Terkejut Gwyneth Paltrow dan Chris Martin Tidak 'Sadar ...
26280,The launch of 'Titanfall' will push the Xbox One to its limits,Technology,Peluncuran 'Titanfall' akan mendorong Xbox One ke batas kemampuannya
8848,Sugar Land native Allison Tolman starring in new FX Series Fargo,Entertainment,"Allison Tolman, penduduk asli Sugar Land, membintangi FX Series Fargo baru"
47311,VC industry vents its fury on FCC's 'net neutrality' plan,Technology,Industri VC melampiaskan kemarahannya pada rencana 'netralitas bersih' FCC
15215,The Walking Dead's Chandler Riggs to Appear on Talking Dead Next Season,Entertainment,Chandler Riggs dari The Walking Dead Akan Muncul di Talking Dead Musim Depan
13558,Tony Bennett and Lady Gaga record 'Cheek To Cheek',Entertainment,Tony Bennett dan Lady Gaga merekam 'Cheek To Cheek'
49038,Toyota settlement for 1.2 billion,Technology,"Penyelesaian Toyota sebesar 1,2 miliar"
25257,Street closures during the New York City July 4th fireworks,Entertainment,Penutupan jalan selama kembang api 4 Juli di Kota New York
43656,Mazda6 recalled for spider infestations,Technology,Mazda6 ditarik kembali karena serangan laba-laba
22698,Footloose with Kevin Bacon Dances The Tonight Show,Entertainment,Footloose dengan Kevin Bacon Menari Pertunjukan Malam Ini
19478,The Black Cab protest gave Uber an 850% boost,Economy,Protes Black Cab memberi Uber peningkatan sebesar 850%.
10800,"Anna Wintour, Hillary Clinton's journalist of choice",Economy,"Anna Wintour, jurnalis pilihan Hillary Clinton"
24955,Fast-food worker strike to go global,Economy,Pekerja restoran cepat saji mogok untuk mendunia
25199,JK ROWLING has published a brand new Harry Potter story on the internet.,Entertainment,JK ROWLING telah menerbitkan cerita Harry Potter baru di internet.
3548,"Target Investors Should Replace Seven Directors, ISS Says",Economy,"Target Investor Harus Mengganti Tujuh Direktur, Kata ISS"
29164,First Official Jurassic World Set Pics Emerge & Bryce Dallas Howard Is Looking  ...,Entertainment,Foto Set Dunia Jurassic Resmi Pertama Muncul & Bryce Dallas Howard Terlihat ...
12664,Victoria's Secret Angel Candice Swanepoel Grabs No. 1 Spot On Maxim's Hot  ...,Entertainment,Malaikat Rahasia Victoria Candice Swanepoel Meraih Tempat No. 1 Di Maxim's Hot ...
42877,TV networks' plea to viewers: Watch now!,Entertainment,Permohonan jaringan TV kepada pemirsa: Tonton sekarang!
9206,"Sherri Shepherd, Jenny McCarthy out as co-hosts of 'The View'",Entertainment,"Sherri Shepherd, Jenny McCarthy keluar sebagai pembawa acara 'The View'"
12484,Colombia bids farewell to a literary giant,Entertainment,Kolombia mengucapkan selamat tinggal kepada raksasa sastra
50997,MTV Movie Awards 2014 Winners & Nominees: Seth MacFarlane and Mila Kunis  ...,Entertainment,Pemenang & Nominasi MTV Movie Awards 2014: Seth MacFarlane dan Mila Kunis ...
58610,New Samsung UHD TVs offer more 4K content and lower starting prices,Technology,TV UHD Samsung baru menawarkan lebih banyak konten 4K dan harga awal yang lebih rendah
63197,Global warming rules upheld,Economy,Aturan pemanasan global ditegakkan
63675,Amazon Bookworms Meet the Boob Tube,Technology,Kutu Buku Amazon Temui Boob Tube
16961,'Five Star': A coming-of-age story about Brooklyn's gang culture at the Tribeca  ...,Entertainment,'Bintang Lima': Kisah masa depan tentang budaya geng Brooklyn di Tribeca ...
23000,AP's Word For Today's System Crash at HealthCare.gov: 'Stumble',Economy,Kata-kata AP untuk Kerusakan Sistem Hari Ini di HealthCare.gov: 'Tersandung'
63384,Argentina hits 2nd debt default in 13 years after US creditor talks collapse,Economy,Argentina mengalami gagal bayar utang kedua dalam 13 tahun setelah perundingan kreditor AS gagal
61718,Bieber goes to Japan and manages to offend - again,Entertainment,Bieber pergi ke Jepang dan berhasil menyinggung - lagi
2063,Easter traditions draw on folk customs,Entertainment,Tradisi Paskah mengacu pada adat istiadat rakyat
44497,Kim Jong Un Is Not Impressed By James Franco and Seth Rogen's New Film,Entertainment,Kim Jong Un Tak Terkesan dengan Film Baru James Franco dan Seth Rogen
57801,Can Comcast improve its dismal customer service?,Economy,Bisakah Comcast meningkatkan layanan pelanggannya yang buruk?
45327,Google hit by flood of removal bids after ruling,Technology,Google dilanda banjir tawaran penghapusan setelah keputusan tersebut
22859,VIDEO: Beats Announces Athlete-Friendly Powerbeats 2 Wireless Earphones,Technology,VIDEO: Beats Mengumumkan Earphone Nirkabel Powerbeats 2 yang Ramah Atlet
15849,"UPDATE 3-McDonald's workers protest low wages, more than 100 arrested",Economy,"PEMBARUAN 3-Pekerja McDonald's memprotes upah rendah, lebih dari 100 orang ditangkap"
13257,Applications for US jobless aid up 2000 to 304000,Economy,Permohonan bantuan pengangguran AS hingga 2000 menjadi 304000
34486,"EUR/USD trims gains on solid US factory, labor market data",Economy,EUR/USD memangkas kenaikan karena data pabrik dan pasar tenaga kerja AS yang solid
8163,Google Maps Feature Lets Users Look Back In Time,Technology,Fitur Google Maps Memungkinkan Pengguna Melihat Ke Masa Lalu
41495,"Court Order Barring Sales by Seacrest's Typo ,BlackBerry Wins",Technology,"Perintah Pengadilan Larangan Penjualan karena Typo Seacrest, BlackBerry Menang"
7236,Game of Thrones Finale Had Millions More Viewers Than Last Year,Entertainment,Final Game of Thrones memiliki Jutaan Penonton Lebih Banyak Dibandingkan Tahun Lalu
45711,TweetDeck shut down by Twitter after same message gets retweeted thousands  ...,Technology,TweetDeck ditutup oleh Twitter setelah pesan yang sama di-retweet ribuan ...
46936,$100 bills hidden all over San Francisco,Economy,Uang kertas $100 disembunyikan di seluruh San Francisco
63053,I Wanna Marry 'Harry': A Reality Show Tricking Royal-Obsessed Americans,Entertainment,Saya Ingin Menikah dengan 'Harry': Pertunjukan Realitas yang Menipu Orang Amerika yang Terobsesi Kerajaan
25279,Facebook Aquires Virtual Reality. Prepare for the Future!,Technology,Facebook Mengakuisisi Realitas Virtual. Bersiaplah untuk Masa Depan!
49561,Search for missing Malaysia Airlines jet: As it happened on Sunday,Economy,Pencarian jet Malaysia Airlines yang hilang: Seperti yang terjadi pada hari Minggu
26151,Android Wear-Based LG G Watch Goes on Sale Worldwide,Technology,LG G Watch Berbasis Android Wear Mulai Dijual di Seluruh Dunia
42289,US stocks fall on retail earnings as small-cap shares retreat,Economy,Saham-saham AS melemah karena pendapatan ritel karena penurunan saham-saham berkapitalisasi kecil
39934,"Jack Gold: Microsoft re-Surfaces the Pro, for the enterprise",Technology,"Jack Gold: Microsoft Menghadirkan Kembali Pro, untuk perusahaan"
16951,Hip-hop star Chris Brown's trial delayed,Entertainment,Sidang bintang hip-hop Chris Brown ditunda
36833,Director Edgar Wright quits Marvel's Ant-Man movie,Entertainment,Sutradara Edgar Wright keluar dari film Marvel Ant-Man
18984,12.9 inch Bigger Jumbo iPad: Apple Gets Ready To Revitalize Tablet Business,Technology,"iPad Jumbo 12,9 inci Lebih Besar: Apple Siap Merevitalisasi Bisnis Tablet"
54634,Letter: Carbon pollution protections good for America,Economy,Surat: Perlindungan polusi karbon baik bagi Amerika
26416,Sony signs 'Made in Chelsea' product placement deal,Technology,Sony menandatangani kesepakatan penempatan produk 'Made in Chelsea'
12857,Alibaba Files to Go Public in US IPO of E-Commerce Giant,Economy,Alibaba Ajukan Go Public dalam IPO Raksasa E-Commerce AS
53544,Gasoline prices rising with violence in Iraq,Technology,Harga bensin naik seiring kekerasan di Irak
44424,"Here's Everything You Can Do With The Surface Pro 3, Microsoft's New  ...",Technology,"Inilah Semua yang Dapat Anda Lakukan Dengan Surface Pro 3, Produk Baru Microsoft ..."
60574,World leaders mourn death of Nobel laureate novelist,Entertainment,Para pemimpin dunia berduka atas kematian novelis peraih Nobel
53952,Starbucks Inks Duracell Deal for Store Charging Stations,Technology,Starbucks Menandatangani Kesepakatan Duracell untuk Stasiun Pengisian Daya Toko
45766,Leonardo DiCaprio Dances Around Rave Style At Coachella [Video],Entertainment,Leonardo DiCaprio Menari Dengan Gaya Rave Di Coachella [Video]
47781,I never slept with Lindsay Lohan: James Franco,Entertainment,Saya tidak pernah tidur dengan Lindsay Lohan: James Franco
44531,Pippa Middleton claims she has been publicly bullied since the royal wedding,Entertainment,Pippa Middleton mengklaim dia telah diintimidasi di depan umum sejak pernikahan kerajaan
36508,End of the road for India's iconic Ambassador car,Economy,Akhir perjalanan mobil Duta Besar India yang ikonik
3948,"Pfizer's promises to protect jobs are meaningless, says Labour",Economy,"Janji Pfizer untuk melindungi lapangan kerja tidak ada artinya, kata Partai Buruh"
48099,Ford Mustang 50 Year Limited Edition,Technology,Ford Mustang Edisi Terbatas 50 Tahun
62782,Kardashian-Kanye wed in Florence fortress,Entertainment,Pernikahan Kardashian-Kanye di benteng Florence
