No,News Title,Category,News Title Indonesia
7549,The Obamacare Taxman Cometh (Again),Economy,Petugas Pajak Obamacare Datang (Lagi)
17438,Microsoft's Bing follows in Google's footsteps and starts removing links under the  ...,Technology,Bing Microsoft mengikuti jejak Google dan mulai menghapus tautan di bawah ...
61754,Amazon wants you to buy Kindle Fire HDX and Amazon Fire TV for only $249  ...,Technology,Amazon ingin Anda membeli Kindle Fire HDX dan Amazon Fire TV hanya dengan $249 ...
55677,Amazon snaps up digital comics retailer Comixology,Economy,Amazon mengambil alih pengecer komik digital Comixology
30554,Free Film Friday – Muppets Most Wanted,Entertainment,Film Gratis Friday – Muppet Paling Dicari
16482,"UPDATE 2-Cyber fugitive Dotcom mocks authorities: ""From 0 into a $210m  ...",Economy,"PEMBARUAN 2-Buronan dunia maya Dotcom mengolok-olok pihak berwenang: ""Dari 0 menjadi $210 juta ..."
1062,Harry Styles has penned a song for Ariana Grande.,Entertainment,Harry Styles telah menulis lagu untuk Ariana Grande.
54227,Windows Phone 8.1 Rollout Just Days Away?,Technology,Peluncuran Windows Phone 8.1 Tinggal Beberapa Hari Lagi?
16069,Wal-Mart and Wild Oats team up,Economy,Wal-Mart dan Wild Oats bekerja sama
16170,What Americans Feel about Future of Technology?,Technology,Apa yang Orang Amerika Rasakan tentang Masa Depan Teknologi?
58073,Closing Arguments Delayed in Apple-Samsung Trial,Technology,Argumen Penutup Tertunda dalam Uji Coba Apple-Samsung
40277,Anna Kendrick Wins SNL With Dong Song,Entertainment,Anna Kendrick Memenangkan SNL Dengan Dong Song
39588,Climate change worsening wildfires in the West,Technology,Perubahan iklim memperburuk kebakaran hutan di negara-negara Barat
36045,Suspicions circle Ben Affleck in the first trailer to Gone Girl,Entertainment,Kecurigaan melingkari Ben Affleck di trailer pertama Gone Girl
20375,Iraq's future looks more like Kurdistan,Economy,Masa depan Irak lebih mirip Kurdistan
14591,"Star Wars Episode 7 Plot, News and Rumors: Poster, Filming Release Date  ...",Entertainment,"Star Wars Episode 7 Plot, Berita dan Rumor: Poster, Tanggal Rilis Syuting ..."
37023,Microsoft Research document discloses a touch interface for Office,Technology,Dokumen Microsoft Research mengungkapkan antarmuka sentuh untuk Office
23360,Nokia suspends European sales of Lumia 2520 tablet due to faulty charger,Technology,Nokia menangguhkan penjualan tablet Lumia 2520 di Eropa karena pengisi daya yang rusak
28471,Japan's Biggest Drugmaker Is Hit With $6 Billion Penalty For Concealing Cancer  ...,Economy,Produsen Obat Terbesar di Jepang Dikenakan Denda $6 Miliar Karena Menyembunyikan Kanker ...
40782,Benchmark indices hit all-time high levels yet again,Economy,Indeks acuan kembali mencapai level tertinggi sepanjang masa
30737,Erykah Badu attempts to kiss news reporter during live broadcast,Entertainment,Erykah Badu mencoba mencium reporter berita selama siaran langsung
54167,Mila Kunis talks pregnancy cravings and her plans for a natural birth,Entertainment,Mila Kunis berbicara tentang keinginan hamil dan rencananya untuk melahirkan secara alami
7872,Sinister Six and Venom movies will arrive before The Amazing Spider-Man 4,Entertainment,Film Sinister Six dan Venom akan hadir sebelum The Amazing Spider-Man 4
65153,Watch: How to solve the Rubik's Cube 40th anniversary Google Doodle!,Technology,Tonton: Cara Mengatasi Google Doodle Peringatan 40 Tahun Kubus Rubik!
63332,Mail Online Apologizes to George Clooney Over Mother-in-Law Story,Entertainment,Mail Online Meminta Maaf kepada George Clooney Atas Kisah Ibu Mertuanya
47158,Cathal Kelly on Gabriel Garcia Marquez: No word misplaced. No thought ill  ...,Entertainment,Cathal Kelly tentang Gabriel Garcia Marquez: Tidak ada kata yang salah tempat. Tidak ada pikiran sakit...
19438,GM recalls another 8 mil. vehicles in North America,Technology,GM menarik kembali 8 juta lainnya. kendaraan di Amerika Utara
5206,Soul singer Bobby Womack dies,Entertainment,Penyanyi soul Bobby Womack meninggal
34816,Procter & Gamble lowers profit forecast amid mixed results,Economy,Procter & Gamble menurunkan perkiraan laba di tengah hasil yang beragam
19239,Why Mad Men's Popularity Was Never Going to Explode Like Breaking Bad's Did,Entertainment,Mengapa Popularitas Pria Gila Tidak Akan Meledak Seperti yang Dilakukan Breaking Bad
45401,Singer Taylor Swift has been granted a restraining order against a man who  ...,Entertainment,Penyanyi Taylor Swift telah diberikan perintah penahanan terhadap seorang pria yang ...
22369,"Friends, Fans, Celebs React to Maya Angelou's Death",Entertainment,"Reaksi Teman, Penggemar, Selebritis Atas Kematian Maya Angelou"
46832,"So, This Is Where They're At: Robin Thicke Hasn't Seen Paula Patton In Months  ...",Entertainment,"Jadi, Di sinilah Mereka Berada: Robin Thicke Sudah Berbulan-bulan Tidak Melihat Paula Patton ..."
30341,Curing ALS,Entertainment,Menyembuhkan ALS
58911,Democratic National Committee Chair Debbie Wasserman Schultz Says It's Time  ...,Economy,Ketua Komite Nasional Partai Demokrat Debbie Wasserman Schultz mengatakan sudah waktunya...
52816,Both sides in Ukraine deny shooting down plane carrying 295 people (video),Economy,Kedua belah pihak di Ukraina membantah menembak jatuh pesawat yang membawa 295 orang (video)
33761,Boyhood Beautifully Blurs The Lines Between Film And Reality,Entertainment,Masa Kecil Dengan Indah Mengaburkan Batas Antara Film dan Realitas
12075,Takeda looking into reported U.S. court decision,Economy,Takeda menyelidiki keputusan pengadilan AS yang dilaporkan
15639,Kathy Bates: I did 'Tammy' to work with Melissa McCarthy,Entertainment,Kathy Bates: Saya membuat 'Tammy' untuk bekerja dengan Melissa McCarthy
27982,Genetic 'mugshots' may replace eye-witness evidence in court,Technology,'Foto' genetik dapat menggantikan bukti saksi mata di pengadilan
16084,Kim Kardashian shares wedding photos,Entertainment,Kim Kardashian membagikan foto pernikahannya
43021,GM's Seriously Huge Liability Trouble,Technology,Masalah Kewajiban GM yang Sangat Besar
10424,China's Alibaba files for IPO in US,Technology,Alibaba Tiongkok mengajukan IPO di AS
32444,Angelina Jolie brings your childhood nightmare to life with Maleficent,Entertainment,Angelina Jolie menghidupkan mimpi buruk masa kecil Anda bersama Maleficent
17955,Hackers Demand Ransom From Domino's For Return Of Stolen Passwords,Technology,Peretas Menuntut Uang Tebusan Dari Domino's Untuk Pengembalian Kata Sandi yang Dicuri
48379,"On Its Second Weekend, ""Transformers: Age Of Extinction"" Trumps Tammy At  ...",Entertainment,"Di Akhir Pekan Kedua, ""Transformers: Age Of Extinction"" Mengalahkan Tammy Di ..."
36645,Marc Anthony ordered to double child support payments to Dayanara Torres,Entertainment,Marc Anthony memerintahkan untuk menggandakan pembayaran tunjangan anak kepada Dayanara Torres
40805,"Kim Kardashian, Kanye West's Italian Wedding Spectacular",Entertainment,"Kim Kardashian, Spektakuler Pernikahan Italia Kanye West"
23090,Microsoft brings Office to the iPad,Technology,Microsoft menghadirkan Office ke iPad
65476,"Beyonce, Miley Cyrus and Pharrell feature on Time magazine's 'Most Influential' list",Entertainment,"Beyonce, Miley Cyrus dan Pharrell masuk dalam daftar 'Paling Berpengaruh' versi majalah Time"
29011,Auto insurance now offered to cover GM loaners for ignition switch recall,Economy,Asuransi mobil kini ditawarkan untuk melindungi peminjam GM atas penarikan kembali saklar pengapian
57264,Daniel Radcliffe Gave A Random Guy On The Street A Haircut So Bad Magic  ...,Entertainment,Daniel Radcliffe Memberi Pria Secara Acak Di Jalan Potongan Rambut Yang Sangat Ajaib ...
23771,Mila Kunis: 'It was the best day of my life',Entertainment,Mila Kunis: 'Itu adalah hari terbaik dalam hidupku'
37383,Jada Pinkett Smith: Stop 'projecting your trash' on my daughter,Entertainment,Jada Pinkett Smith: Berhentilah 'memproyeksikan sampahmu' pada putriku
24587,Hillshire Brands Soars as Acquisition Plot Thickens,Economy,Merek Hillshire Melonjak Saat Plot Akuisisi Menebal
38575,Facebook's Sheryl Sandberg: 'We Never Meant To Upset You',Technology,Sheryl Sandberg dari Facebook: 'Kami Tidak Pernah Bermaksud Membuat Anda Kesal'
60890,Nick Cannon: Why He's A Complete Idiot,Entertainment,Nick Cannon: Mengapa Dia Benar-Benar Idiot
45848,General Motors Surprises with June Sales Gain,Technology,General Motors Mengejutkan dengan Peningkatan Penjualan di Bulan Juni
35144,Energy experts: Iraq-driven oil price rise likely temporary,Economy,Pakar energi: Kenaikan harga minyak yang didorong oleh Irak kemungkinan hanya bersifat sementara
61554,Forex - Euro little changed vs. dollar ahead of Draghi speech,Economy,Forex - Euro sedikit berubah vs dolar menjelang pidato Draghi
2131,"Comcast Swallows Time Warner, With Democrats for Dessert",Technology,"Comcast Menelan Time Warner, Dengan Demokrat sebagai Makanan Penutup"
8789,"Weekend Report: 'Divergent' Dominates, 'Muppets' Misses, 'God' Lives",Entertainment,"Laporan Akhir Pekan: 'Divergen' Mendominasi, 'Muppets' Meleset, 'Tuhan' Hidup"
36594,Johnny Depp to perform with rock band,Entertainment,Johnny Depp akan tampil dengan band rock
48135,'Mad Men' catch-up trailer highlights season 6's fun moments,Entertainment,Trailer lanjutan 'Mad Men' menyoroti momen-momen menyenangkan musim 6
49754,Juniper Networks' quarterly revenue rises 10 pct,Economy,Pendapatan kuartalan Juniper Networks meningkat 10 persen
25672,FTC: Data Brokers Know You Better Than Mom Does,Economy,FTC: Pialang Data Mengenal Anda Lebih Baik Daripada Ibu
23262,European Stocks Set To Follow Wall Street Lower,Economy,Saham Eropa Akan Mengikuti Wall Street Lebih Rendah
37013,Trace Adkins' Wife Files For Divorce — Can This Year Get Any Worse For The  ...,Entertainment,Lacak File Cerai Istri Adkins - Bisakah Tahun Ini Menjadi Lebih Buruk Bagi ...
417,"Emissions swamp efforts on warming, UN report says",Technology,"Emisi menghambat upaya pemanasan, kata laporan PBB"
20602,UPDATE 2-Comcast defends merger as US review kicks off,Technology,PEMBARUAN 2-Comcast membela merger saat tinjauan AS dimulai
34467,Gwyneth Paltrow Breaks Silence About Chris Martin Split,Entertainment,Gwyneth Paltrow Memecah Bungkam Tentang Chris Martin Split
1654,Hayden Panettiere reveals baby news at Emmy Awards – 'it's a girl'!,Entertainment,Hayden Panettiere mengungkapkan berita bayi di Emmy Awards – 'itu perempuan'!
14148,Officials say clamp snapped in circus accident,Entertainment,Para pejabat mengatakan penjepitnya patah dalam kecelakaan sirkus
15189,Fitch: StanChart's Korea Sales Signal Restructuring Progress,Economy,Fitch: Kemajuan Restrukturisasi Sinyal Penjualan Korea StanChart
54942,Kim K. to Wear Vera Wang: Report,Entertainment,Kim K. Akan Memakai Vera Wang: Laporkan
6409,Facebook launches new image messaging app Slingshot,Technology,Facebook meluncurkan aplikasi perpesanan gambar baru Slingshot
19795,"Jerry Lewis : Women are funny, but not when crude",Entertainment,"Jerry Lewis : Wanita itu lucu, tapi tidak kasar"
62525,"“The Other Woman,” “Brick Mansions” and “The Quiet Ones” Open Friday",Entertainment,"“The Other Woman,” “Brick Mansions” dan “The Quiet Ones” Dibuka pada hari Jumat"
59171,T-Mobile Says Q2 Was a Winner and There's Still More to Come,Technology,T-Mobile Mengatakan Q2 Adalah Pemenangnya dan Masih Ada Lagi Yang Akan Datang
5440,"SOCIAL SECURITY: Many actors, superheroes qualify for benefits",Economy,"KEAMANAN SOSIAL: Banyak aktor, pahlawan super yang memenuhi syarat untuk mendapatkan tunjangan"
59873,New 'Batmobile' Teased,Entertainment,'Batmobile' Baru Digoda
37768,Facebook says it may open a sales office in China,Economy,Facebook mengatakan mungkin akan membuka kantor penjualan di Tiongkok
47599,Supply and Demand monthly numbers released,Economy,Nomor bulanan Penawaran dan Permintaan dirilis
32628,Crunching the Post-Sale Numbers for Darden Restaurants (DRI),Economy,Menghitung Angka Pasca Penjualan untuk Restoran Darden (DRI)
21353,"'Kepler-186f,' New Earth-Like Planet: Rocky Planet, Discovered In 'Habitable  ...",Technology,"'Kepler-186f,' Planet Baru Mirip Bumi: Planet Berbatu, Ditemukan di 'Layak Huni ..."
17832,"YouTube's new features: crowdfunding, fan-made subtitles and 60fps video",Technology,"Fitur baru YouTube: crowdfunding, subtitle buatan penggemar, dan video 60fps"
51745,Yellen vow on interest rates continues to support markets as focus turns to Draghi,Economy,Yellen berjanji mengenai suku bunga akan terus mendukung pasar karena fokus beralih ke Draghi
12231,Goldman Sachs and IBM Lead the Dow Jones to Record High,Economy,Goldman Sachs dan IBM Memimpin Dow Jones ke Rekor Tertinggi
57139,Apple lets commoners in on OS X betas,Technology,Apple mengizinkan rakyat jelata menggunakan OS X beta
32085,"iPhone 6 Leaked Images from Foxconn Factory - Thinner Design, Rounded Edges",Technology,"Bocoran Gambar iPhone 6 dari Pabrik Foxconn - Desain Lebih Tipis, Tepi Membulat"
63542,US home construction drops 9.3%,Economy,"Konstruksi rumah AS turun 9,3%"
5483,"Is Apple really working on a TV? According to Steve Jobs, the answer is 'no'",Technology,"Apakah Apple benar-benar sedang mengerjakan TV? Menurut Steve Jobs, jawabannya adalah 'tidak'"
44151,"NPH, Bryan Cranston among Tony nominees",Entertainment,"NPH, Bryan Cranston di antara nominasi Tony"
21514,Ellen's Next Gig: Lifestyle Guru,Entertainment,Pertunjukan Ellen Berikutnya: Guru Gaya Hidup
23200,"Hilary Duff on Mike Comrie Split: ""Maybe We're Not Meant To Be""",Entertainment,"Hilary Duff tentang Mike Comrie Split: ""Mungkin Kita Tidak Diinginkan"""
14951,NSA hijacked botnets to use for spying,Technology,NSA membajak botnet untuk digunakan sebagai mata-mata
61444,Robert Downey Jr. releases statement after son's arrest,Entertainment,Robert Downey Jr. mengeluarkan pernyataan setelah penangkapan putranya
37054,Google Co-Founders Talk Artificial Intelligence Just a Matter of Time,Technology,Para Pendiri Google Berbicara tentang Kecerdasan Buatan Hanya Masalah Waktu
50435,Is Avril Lavigne's New Music Video A Crime Against Music? [Video],Entertainment,Apakah Video Musik Baru Avril Lavigne Merupakan Kejahatan Terhadap Musik? [Video]
28751,Report: Apple And Google Call A Truce To Patent Warfare,Technology,Laporan: Apple dan Google Menyerukan Gencatan Senjata Untuk Perang Paten
25971,Stocks edge up as wallets open,Economy,Saham naik seiring pembukaan dompet
19366,'The Voice' top 10 performance recap: Dialing Adam's digits,Entertainment,Rekap 10 penampilan teratas 'The Voice': Memanggil angka Adam
45702,Prince George shows off fancy footwork as he cheers on dad Prince William at  ...,Entertainment,Pangeran George memamerkan gerak kaki yang indah saat dia menyemangati ayah Pangeran William di ...
49627,"Britney Spears' Vocals on Leaked ""Alien"" Recording Are Somewhat  ...",Entertainment,"Vokal Britney Spears di Bocoran Rekaman ""Alien"" Agak ..."
2294,"San Bruno: Emails show 'cozy' ties of PG&E, regulator",Economy,"San Bruno: Email menunjukkan hubungan 'nyaman' dengan PG&E, regulator"
22899,The Magic School Bus Reboot Is Coming to Netflix,Entertainment,Reboot Bus Sekolah Ajaib Akan Hadir di Netflix
11729,Countdown to Pulaski Skyway closure begins,Economy,Hitung mundur menuju penutupan Pulaski Skyway dimulai
48164,AC/DC to call it quits over sick band member: report 0,Entertainment,AC/DC akan berhenti karena anggota band yang sakit: laporkan 0
20814,"Lumia 930 shipment news from Poland, Germany and Switzerland",Technology,"Berita pengiriman Lumia 930 dari Polandia, Jerman dan Swiss"
48306,Why Is Johnny Depp Wearing a 'Chick's' Diamond Engagement Ring?,Entertainment,Mengapa Johnny Depp Mengenakan Cincin Pertunangan Berlian 'Chick's'?
20077,Retailers Scramble to Stop Heartbleed Bug,Technology,Pengecer Berebut untuk Menghentikan Bug Heartbleed
51795,"Google Partnering With Ray-Ban, Oakley To Create Cooler Google Glass Options",Technology,"Google Bermitra Dengan Ray-Ban, Oakley Untuk Menciptakan Opsi Google Glass yang Lebih Keren"
65416,Jessica Simpson marries Eric Johnson after a near four-year engagement,Entertainment,Jessica Simpson menikahi Eric Johnson setelah hampir empat tahun bertunangan
52712,Top 5 features of the Amazon Fire Phone,Technology,5 fitur teratas dari Amazon Fire Phone
46673,Cumberbatch joins Johnny Depp's Black Mass,Entertainment,Cumberbatch bergabung dengan Misa Hitam Johnny Depp
